User ID,Product ID,Product Name,Brand,Category,Price,Rating,Color,Size,content_profile,Price_scaled,Rating_scaled
84,19,Shoes,Gucci,Women's Fashion,54,3.278340556246379,White,M,Shoes Gucci Women's Fashion White M,0.4888888888888889,0.5712001468664931
56,20,Dress,Gucci,Men's Fashion,53,3.7852452454057937,Green,L,Dress Gucci Men's Fashion Green L,0.4777777777777778,0.6983396150636227
87,21,Jeans,H&M,Men's Fashion,56,2.6095873530986724,Yellow,S,Jeans H&M Men's Fashion Yellow S,0.5111111111111111,0.4034665898060509
56,22,Jeans,Gucci,Women's Fashion,89,4.568632342868542,Green,L,Jeans Gucci Women's Fashion Green L,0.8777777777777778,0.8948251104514631
60,23,Jeans,Zara,Kids' Fashion,91,4.072724797078319,Yellow,M,Jeans Zara Kids' Fashion Yellow M,0.9,0.770443894425891
64,24,Jeans,Zara,Women's Fashion,15,2.4997562739320434,Yellow,XL,Jeans Zara Women's Fashion Yellow XL,0.05555555555555555,0.3759192711574151
65,25,Sweater,H&M,Kids' Fashion,38,1.020492671359242,Green,S,Sweater H&M Kids' Fashion Green S,0.3111111111111111,0.004897278706818945
26,26,Dress,Gucci,Women's Fashion,21,4.748169005039641,Green,S,Dress Gucci Women's Fashion Green S,0.12222222222222222,0.9398556580839446
82,27,T-shirt,Adidas,Kids' Fashion,72,3.3017434083754096,Red,L,T-shirt Adidas Kids' Fashion Red L,0.6888888888888889,0.5770699410065219
87,28,Shoes,Zara,Women's Fashion,32,2.822802859802248,Yellow,L,Shoes Zara Women's Fashion Yellow L,0.24444444444444444,0.4569443080308057
98,29,Shoes,Gucci,Women's Fashion,85,4.9409852209868586,Yellow,M,Shoes Gucci Women's Fashion Yellow M,0.8333333333333334,0.9882169214132778
20,30,Sweater,Nike,Kids' Fashion,99,3.110113572581459,Green,XL,Sweater Nike Kids' Fashion Green XL,0.9888888888888889,0.529006240009895
36,31,Jeans,H&M,Kids' Fashion,37,2.755187148705766,Blue,S,Jeans H&M Kids' Fashion Blue S,0.3,0.43998525096460855
98,32,T-shirt,Nike,Kids' Fashion,78,3.4472894702794954,White,XL,T-shirt Nike Kids' Fashion White XL,0.7555555555555555,0.6135751249284889
69,33,Jeans,H&M,Kids' Fashion,89,4.799409018709708,Green,XL,Jeans H&M Kids' Fashion Green XL,0.8777777777777778,0.9527074391539305
31,34,Jeans,H&M,Men's Fashion,80,3.9232611597712266,Black,S,Jeans H&M Men's Fashion Black S,0.7777777777777778,0.7329561225263174
48,35,Jeans,Zara,Women's Fashion,37,4.173991567921782,Blue,L,Jeans Zara Women's Fashion Blue L,0.3,0.7958431532341468
18,36,Dress,H&M,Kids' Fashion,74,1.0149961280920143,Green,S,Dress H&M Kids' Fashion Green S,0.7111111111111111,0.0035186613792170334
27,37,Sweater,Zara,Kids' Fashion,48,4.94766478278459,Blue,S,Sweater Zara Kids' Fashion Blue S,0.4222222222222222,0.9898922579270545
60,38,T-shirt,Nike,Kids' Fashion,76,2.663067923739062,Yellow,S,T-shirt Nike Kids' Fashion Yellow S,0.7333333333333333,0.4168803369177092
46,39,Jeans,Adidas,Men's Fashion,90,1.788771519300072,Yellow,M,Jeans Adidas Men's Fashion Yellow M,0.8888888888888888,0.19759339346614008
84,40,Dress,Zara,Women's Fashion,26,2.4356113364040395,Black,XL,Dress Zara Women's Fashion Black XL,0.17777777777777778,0.35983073731810045
43,41,Jeans,Gucci,Women's Fashion,40,2.922173645847821,Blue,L,Jeans Gucci Women's Fashion Blue L,0.3333333333333333,0.48186802478141505
43,42,Shoes,Zara,Kids' Fashion,43,1.6719588858059065,Red,S,Shoes Zara Kids' Fashion Red S,0.36666666666666664,0.16829499394692823
91,43,T-shirt,Adidas,Men's Fashion,39,3.601868546646005,White,M,T-shirt Adidas Men's Fashion White M,0.32222222222222224,0.6523459273770353
78,44,Jeans,Nike,Kids' Fashion,74,2.039156739091348,White,M,Jeans Nike Kids' Fashion White M,0.7111111111111111,0.2603938456408347
60,45,Jeans,Gucci,Women's Fashion,85,4.886711103488975,Red,L,Jeans Gucci Women's Fashion Red L,0.8333333333333334,0.9746041405826403
44,46,Dress,Zara,Men's Fashion,38,2.82786983124548,Yellow,XL,Dress Zara Men's Fashion Yellow XL,0.3111111111111111,0.4582151821585059
93,47,Jeans,Zara,Men's Fashion,62,1.2807316864746534,Green,S,Jeans Zara Men's Fashion Green S,0.5777777777777777,0.07016921383289725
74,48,T-shirt,Gucci,Kids' Fashion,10,1.836963965888568,Green,M,T-shirt Gucci Kids' Fashion Green M,0.0,0.20968079798500625
19,49,Sweater,Gucci,Kids' Fashion,52,3.0122407856530597,Green,XL,Sweater Gucci Kids' Fashion Green XL,0.4666666666666667,0.504458244406062
98,50,T-shirt,H&M,Women's Fashion,38,3.0832859328181086,Blue,L,T-shirt H&M Women's Fashion Blue L,0.3111111111111111,0.5222774566203535
51,51,Jeans,Adidas,Women's Fashion,67,3.8429900228918754,Yellow,XL,Jeans Adidas Women's Fashion Yellow XL,0.6333333333333333,0.712822890633467
80,52,Dress,Nike,Kids' Fashion,59,3.964195137772806,Red,S,Dress Nike Kids' Fashion Red S,0.5444444444444444,0.7432229918325453
39,53,T-shirt,Nike,Men's Fashion,16,1.2923199695786125,Red,M,T-shirt Nike Men's Fashion Red M,0.06666666666666667,0.07307573291363079
33,54,Shoes,H&M,Men's Fashion,33,2.450522629395141,Blue,S,Shoes H&M Men's Fashion Blue S,0.25555555555555554,0.3635707182288394
78,55,Sweater,Adidas,Kids' Fashion,76,2.820647079283965,Red,S,Sweater Adidas Kids' Fashion Red S,0.7333333333333333,0.45640360522314627
24,56,Dress,Nike,Women's Fashion,53,2.251328486675961,White,XL,Dress Nike Women's Fashion White XL,0.4777777777777778,0.31360977307503507
99,57,Sweater,Adidas,Women's Fashion,52,3.613136293174617,Red,M,Sweater Adidas Women's Fashion Red M,0.4666666666666667,0.6551720509700197
83,58,Shoes,Adidas,Women's Fashion,61,1.6845413743576394,White,L,Shoes Adidas Women's Fashion White L,0.5666666666666667,0.17145087499769657
38,59,Dress,Nike,Kids' Fashion,93,3.158493604214389,Blue,M,Dress Nike Kids' Fashion Blue M,0.9222222222222223,0.5411406937340677
51,60,Shoes,H&M,Kids' Fashion,24,1.590713070216225,Yellow,XL,Shoes H&M Kids' Fashion Yellow XL,0.15555555555555556,0.14791729768918924
63,61,Shoes,Adidas,Women's Fashion,25,1.042408820147689,Yellow,M,Shoes Adidas Women's Fashion Yellow M,0.16666666666666666,0.010394184854033638
54,62,T-shirt,Nike,Men's Fashion,66,2.063108734779856,Blue,L,T-shirt Nike Men's Fashion Blue L,0.6222222222222222,0.26640137340536707
53,63,Jeans,Zara,Kids' Fashion,55,4.026271065991512,White,L,Jeans Zara Kids' Fashion White L,0.5,0.7587925864138404
50,64,Shoes,Gucci,Kids' Fashion,72,1.7792107858467734,Red,M,Shoes Gucci Kids' Fashion Red M,0.6888888888888889,0.19519541492535641
6,65,Shoes,H&M,Kids' Fashion,33,3.0450160025950037,Yellow,XL,Shoes H&M Kids' Fashion Yellow XL,0.25555555555555554,0.5126787713436889
87,66,Sweater,H&M,Kids' Fashion,59,4.550917310052925,Red,XL,Sweater H&M Kids' Fashion Red XL,0.5444444444444444,0.8903819086041748
84,67,Jeans,Gucci,Women's Fashion,41,4.251683238918625,Green,M,Jeans Gucci Women's Fashion Green M,0.34444444444444444,0.8153294155338011
43,68,T-shirt,Gucci,Women's Fashion,76,4.3049362401792095,Red,S,T-shirt Gucci Women's Fashion Red S,0.7333333333333333,0.8286860847557789
3,69,Sweater,Gucci,Women's Fashion,74,3.666667399691832,Yellow,M,Sweater Gucci Women's Fashion Yellow M,0.7111111111111111,0.6685984732544312
6,70,Dress,Gucci,Women's Fashion,36,2.5386008521607972,Yellow,M,Dress Gucci Women's Fashion Yellow M,0.28888888888888886,0.3856620869647323
15,71,Sweater,Adidas,Women's Fashion,35,4.864999297666657,White,M,Sweater Adidas Women's Fashion White M,0.2777777777777778,0.9691584867844354
94,72,T-shirt,H&M,Women's Fashion,51,2.7936258074198936,Yellow,M,T-shirt H&M Women's Fashion Yellow M,0.45555555555555555,0.4496262559338647
98,73,T-shirt,Gucci,Men's Fashion,34,2.9239820574485926,Red,M,T-shirt Gucci Men's Fashion Red M,0.26666666666666666,0.48232160213850145
6,74,Dress,Zara,Women's Fashion,68,2.8808081878968665,White,XL,Dress Zara Women's Fashion White XL,0.6444444444444445,0.4714929336881836
42,75,Dress,H&M,Women's Fashion,86,2.889443699732862,Blue,S,Dress H&M Women's Fashion Blue S,0.8444444444444444,0.47365885246131456
54,76,Jeans,Adidas,Women's Fashion,39,2.9741393146980504,Black,XL,Jeans Adidas Women's Fashion Black XL,0.32222222222222224,0.49490181129675054
37,77,Sweater,H&M,Kids' Fashion,90,2.2282631651177525,Blue,L,Sweater H&M Kids' Fashion Blue L,0.8888888888888888,0.30782463677738253
9,78,T-shirt,Nike,Men's Fashion,76,1.2972571933246568,White,XL,T-shirt Nike Men's Fashion White XL,0.7333333333333333,0.07431406432950946
26,79,T-shirt,Nike,Men's Fashion,11,1.3334220867175706,Red,L,T-shirt Nike Men's Fashion Red L,0.011111111111111112,0.08338477409351983
71,80,Jeans,Nike,Kids' Fashion,21,2.938056289633595,Red,XL,Jeans Nike Kids' Fashion Red XL,0.12222222222222222,0.4858516353647701
72,81,T-shirt,Nike,Women's Fashion,66,2.4034400018052815,Green,S,T-shirt Nike Women's Fashion Green S,0.6222222222222222,0.35176167333121816
100,82,Dress,H&M,Kids' Fashion,31,4.612706002521094,Blue,S,Dress H&M Kids' Fashion Blue S,0.23333333333333334,0.9058794600551705
69,83,Shoes,Nike,Women's Fashion,49,1.421790366569129,Blue,L,Shoes Nike Women's Fashion Blue L,0.43333333333333335,0.10554889359388013
19,84,Sweater,Adidas,Women's Fashion,42,2.5601740446118324,Red,L,Sweater Adidas Women's Fashion Red L,0.35555555555555557,0.39107297440411914
84,85,Shoes,Nike,Women's Fashion,89,1.107632847390418,Yellow,XL,Shoes Nike Women's Fashion Yellow XL,0.8777777777777778,0.02675337093902911
4,86,Sweater,Zara,Men's Fashion,50,3.276221602515569,Yellow,M,Sweater Zara Men's Fashion Yellow M,0.4444444444444444,0.5706686807817815
21,87,Shoes,Nike,Men's Fashion,41,4.126941613678208,Red,S,Shoes Nike Men's Fashion Red S,0.34444444444444444,0.7840423033127408
85,88,Dress,Nike,Kids' Fashion,61,2.5578921317942567,White,L,Dress Nike Kids' Fashion White L,0.5666666666666667,0.39050063568186366
10,89,Dress,Gucci,Men's Fashion,66,3.896436962470069,White,L,Dress Gucci Men's Fashion White L,0.6222222222222222,0.7262282025590756
2,90,Jeans,H&M,Men's Fashion,37,3.961592462639102,Red,XL,Jeans H&M Men's Fashion Red XL,0.3,0.7425702010032915
90,91,Jeans,H&M,Kids' Fashion,85,3.0525558220725153,Green,XL,Jeans H&M Kids' Fashion Green XL,0.8333333333333334,0.5145698736735228
6,92,Jeans,Adidas,Men's Fashion,100,1.8450713044064728,White,M,Jeans Adidas Men's Fashion White M,1.0,0.2117142427917012
33,93,Shoes,Nike,Men's Fashion,70,4.928128215414036,White,S,Shoes Nike Men's Fashion White S,0.6666666666666666,0.9849921872845664
12,94,Shoes,Zara,Women's Fashion,21,3.941875648194909,Yellow,XL,Shoes Zara Women's Fashion Yellow XL,0.12222222222222222,0.7376249216310823
62,95,Shoes,Gucci,Women's Fashion,58,1.971525134654164,Blue,S,Shoes Gucci Women's Fashion Blue S,0.5333333333333333,0.2434308022811035
22,96,Dress,Gucci,Women's Fashion,30,4.655251630403741,Red,L,Dress Gucci Women's Fashion Red L,0.2222222222222222,0.9165505558623185
18,97,Jeans,Gucci,Men's Fashion,52,3.7618905512261382,Green,L,Jeans Gucci Men's Fashion Green L,0.4666666666666667,0.6924818996756829
44,98,Sweater,Gucci,Kids' Fashion,61,4.277089915641023,Black,XL,Sweater Gucci Kids' Fashion Black XL,0.5666666666666667,0.8217017996056442
25,99,Shoes,Nike,Kids' Fashion,93,4.280090724853463,Yellow,L,Shoes Nike Kids' Fashion Yellow L,0.9222222222222223,0.822454448566267
79,100,Shoes,Adidas,Kids' Fashion,84,1.83719942156349,Red,L,Shoes Adidas Kids' Fashion Red L,0.8222222222222222,0.20973985387841929
52,101,Jeans,Zara,Women's Fashion,95,1.5017542710399447,Green,XL,Jeans Zara Women's Fashion Green XL,0.9444444444444444,0.12560506688800477
71,102,Sweater,Gucci,Kids' Fashion,19,4.211889573000041,Red,S,Sweater Gucci Kids' Fashion Red S,0.1,0.805348553981913
57,103,Jeans,Zara,Women's Fashion,84,3.6491707147745664,White,XL,Jeans Zara Women's Fashion White XL,0.8222222222222222,0.6642100364078857
64,104,Jeans,H&M,Men's Fashion,24,4.737257324597893,White,M,Jeans H&M Men's Fashion White M,0.15555555555555556,0.9371188413249572
35,105,Jeans,Zara,Women's Fashion,52,1.7509311602979163,Yellow,L,Jeans Zara Women's Fashion Yellow L,0.4666666666666667,0.18810245123812383
63,106,Jeans,H&M,Kids' Fashion,21,2.726230340988483,Red,L,Jeans H&M Kids' Fashion Red L,0.12222222222222222,0.43272243960658596
19,107,Sweater,Zara,Men's Fashion,23,3.3213469284575607,Red,L,Sweater Zara Men's Fashion Red L,0.14444444444444443,0.5819868044156363
80,108,Sweater,Gucci,Men's Fashion,13,4.278042968142891,Green,L,Sweater Gucci Men's Fashion Green L,0.03333333333333333,0.8219408397858651
77,109,Jeans,Nike,Kids' Fashion,73,2.72765960082044,Black,XL,Jeans Nike Kids' Fashion Black XL,0.7,0.4330809198866794
22,110,Sweater,Gucci,Women's Fashion,33,4.665058098805442,Blue,XL,Sweater Gucci Women's Fashion Blue XL,0.25555555555555554,0.919010168495912
99,111,Shoes,Zara,Women's Fashion,55,2.3936845906950563,Green,M,Shoes Zara Women's Fashion Green M,0.5,0.34931486664916683
92,112,Jeans,Adidas,Men's Fashion,15,2.446269480365057,White,S,Jeans Adidas Men's Fashion White S,0.05555555555555555,0.36250396324035283
97,113,T-shirt,Zara,Men's Fashion,60,1.1884917976998357,White,L,T-shirt Zara Men's Fashion White L,0.5555555555555556,0.047034035452835694
48,114,Shoes,H&M,Men's Fashion,37,1.457139593656438,Red,M,Shoes H&M Men's Fashion Red M,0.3,0.11441502174217716
37,115,Dress,Adidas,Kids' Fashion,64,2.8878066008190664,Blue,L,Dress Adidas Kids' Fashion Blue L,0.6,0.473248242952787
77,116,Shoes,Adidas,Women's Fashion,60,3.114797145238716,Green,M,Shoes Adidas Women's Fashion Green M,0.5555555555555556,0.5301809518435806
52,117,Dress,Zara,Kids' Fashion,75,3.992174604280839,White,M,Dress Zara Kids' Fashion White M,0.7222222222222222,0.7502406710301273
63,118,Dress,Adidas,Men's Fashion,71,3.5173157730835607,Yellow,S,Dress Adidas Men's Fashion Yellow S,0.6777777777777778,0.6311387953555347
10,119,Jeans,Nike,Men's Fashion,73,2.6579250711651237,Yellow,S,Jeans Nike Men's Fashion Yellow S,0.7,0.41559043063897455
77,120,T-shirt,H&M,Men's Fashion,12,2.5073106927358912,Green,M,T-shirt H&M Men's Fashion Green M,0.022222222222222223,0.37781403522213963
95,121,T-shirt,Gucci,Men's Fashion,96,1.6339895968292044,Red,M,T-shirt Gucci Men's Fashion Red M,0.9555555555555556,0.1587717141044668
90,122,Sweater,H&M,Women's Fashion,36,4.425129581852593,Blue,XL,Sweater H&M Women's Fashion Blue XL,0.28888888888888886,0.8588324177213121
80,123,Sweater,Nike,Women's Fashion,65,2.6473934151433265,Yellow,L,Sweater Nike Women's Fashion Yellow L,0.6111111111111112,0.41294892983126497
65,124,Sweater,H&M,Men's Fashion,62,1.0908131501294354,Black,L,Sweater H&M Men's Fashion Black L,0.5777777777777777,0.022534732976645735
56,125,Sweater,H&M,Kids' Fashion,56,4.139373022505058,Green,L,Sweater H&M Kids' Fashion Green L,0.5111111111111111,0.7871602912520668
65,126,T-shirt,Nike,Kids' Fashion,55,4.851703509210904,Green,M,T-shirt Nike Kids' Fashion Green M,0.5,0.9658236991810122
7,127,Shoes,Zara,Women's Fashion,47,4.86740352988641,Yellow,M,Shoes Zara Women's Fashion Yellow M,0.4111111111111111,0.9697615050882288
100,128,T-shirt,H&M,Women's Fashion,61,2.3104939634166746,Green,M,T-shirt H&M Women's Fashion Green M,0.5666666666666667,0.32844938180092387
70,129,T-shirt,Zara,Women's Fashion,85,2.1043220072345936,Yellow,M,T-shirt Zara Women's Fashion Yellow M,0.8333333333333334,0.27673829404275124
40,130,Shoes,Nike,Women's Fashion,81,1.0219724847287694,Green,M,Shoes Nike Women's Fashion Green M,0.7888888888888889,0.005268438589251128
70,131,T-shirt,H&M,Men's Fashion,50,3.3774933674823044,Blue,M,T-shirt H&M Men's Fashion Blue M,0.4444444444444444,0.596069192192727
100,132,Sweater,Adidas,Women's Fashion,10,2.9977013284756353,White,M,Sweater Adidas Women's Fashion White M,0.0,0.5008115256185952
29,133,Shoes,H&M,Kids' Fashion,28,1.6645424017858694,Blue,XL,Shoes H&M Kids' Fashion Blue XL,0.2,0.1664348260408794
23,134,Sweater,Zara,Women's Fashion,60,3.6336515298115786,Yellow,S,Sweater Zara Women's Fashion Yellow S,0.5555555555555556,0.6603175868700462
94,135,Dress,Adidas,Kids' Fashion,14,3.654703012504208,Blue,L,Dress Adidas Kids' Fashion Blue L,0.044444444444444446,0.665597621502869
34,136,Shoes,Zara,Men's Fashion,45,1.0176547429590834,Blue,XL,Shoes Zara Men's Fashion Blue XL,0.3888888888888889,0.0041854827512991626
44,137,Dress,Gucci,Kids' Fashion,90,3.3205086094093903,Green,S,Dress Gucci Kids' Fashion Green S,0.8888888888888888,0.5817765411447625
16,138,Dress,H&M,Women's Fashion,23,1.8115782608758957,Yellow,S,Dress H&M Women's Fashion Yellow S,0.14444444444444443,0.20331367393951266
73,139,Sweater,Gucci,Women's Fashion,45,3.5400818665610037,Blue,XL,Sweater Gucci Women's Fashion Blue XL,0.3888888888888889,0.6368488806625932
54,140,Shoes,Zara,Kids' Fashion,40,2.022643002946769,Green,M,Shoes Zara Kids' Fashion Green M,0.3333333333333333,0.2562519474176182
58,141,Jeans,Nike,Women's Fashion,28,4.441575547962888,Yellow,L,Jeans Nike Women's Fashion Yellow L,0.2,0.8629573181808408
46,142,Shoes,Nike,Men's Fashion,38,4.4039323943697415,White,XL,Shoes Nike Men's Fashion White XL,0.3111111111111111,0.8535158380930715
88,143,Shoes,Gucci,Women's Fashion,81,4.922934883340847,White,L,Shoes Gucci Women's Fashion White L,0.7888888888888889,0.9836896199734388
75,144,Shoes,Adidas,Kids' Fashion,57,1.000967235428064,Blue,M,Shoes Adidas Kids' Fashion Blue M,0.5222222222222223,0.0
34,145,T-shirt,Zara,Kids' Fashion,60,4.821956688936054,Green,S,T-shirt Zara Kids' Fashion Green S,0.5555555555555556,0.9583627405606222
75,146,Shoes,Adidas,Women's Fashion,53,3.4663879810046567,Yellow,M,Shoes Adidas Women's Fashion Yellow M,0.4777777777777778,0.6183653242477747
54,147,Shoes,Gucci,Kids' Fashion,48,2.582393026142008,Green,L,Shoes Gucci Kids' Fashion Green L,0.4222222222222222,0.39664583564616607
39,148,Shoes,Adidas,Women's Fashion,82,2.716311659141037,Black,L,Shoes Adidas Women's Fashion Black L,0.8,0.43023468212027827
95,149,Jeans,Adidas,Women's Fashion,56,4.001270462281135,Green,M,Jeans Adidas Women's Fashion Green M,0.5111111111111111,0.7525220516795584
67,150,T-shirt,Nike,Women's Fashion,43,1.1973307228303791,Green,M,T-shirt Nike Women's Fashion Green M,0.36666666666666664,0.04925097339908958
5,151,Shoes,Adidas,Men's Fashion,77,2.3520641401819535,Blue,M,Shoes Adidas Men's Fashion Blue M,0.7444444444444445,0.33887581951165513
31,152,Jeans,Nike,Men's Fashion,71,4.815682355275902,Green,S,Jeans Nike Men's Fashion Green S,0.6777777777777778,0.9567890414769425
2,153,Shoes,Nike,Kids' Fashion,31,1.946292675520497,Black,S,Shoes Nike Kids' Fashion Black S,0.23333333333333334,0.23710211465171893
51,154,Dress,Zara,Men's Fashion,11,2.3012246310106845,Blue,L,Dress Zara Men's Fashion Blue L,0.011111111111111112,0.3261244911107346
91,155,T-shirt,Gucci,Women's Fashion,48,2.433795361947496,White,L,T-shirt Gucci Women's Fashion White L,0.4222222222222222,0.3593752630808284
92,156,T-shirt,Adidas,Women's Fashion,21,1.1541873635251334,Red,L,T-shirt Adidas Women's Fashion Red L,0.12222222222222222,0.03842995738638981
39,157,Dress,Adidas,Women's Fashion,67,3.981751297528464,Yellow,S,Dress Adidas Women's Fashion Yellow S,0.6333333333333333,0.7476263458804624
99,158,Shoes,Adidas,Men's Fashion,88,2.923330927137081,Blue,M,Shoes Adidas Men's Fashion Blue M,0.8666666666666667,0.4821582886728677
10,159,Jeans,Nike,Kids' Fashion,50,2.241727301168485,Green,S,Jeans Nike Kids' Fashion Green S,0.4444444444444444,0.3112016485388294
46,160,Shoes,Gucci,Women's Fashion,35,2.983802720525209,Black,L,Shoes Gucci Women's Fashion Black L,0.2777777777777778,0.4973255416431306
80,161,Sweater,Adidas,Women's Fashion,67,4.735471556646834,Blue,M,Sweater Adidas Women's Fashion Blue M,0.6333333333333333,0.9366709433424042
40,162,T-shirt,Nike,Women's Fashion,48,2.9816414902965587,Red,L,T-shirt Nike Women's Fashion Red L,0.4222222222222222,0.49678347196455286
18,163,Dress,Nike,Women's Fashion,93,4.268027667457275,Green,S,Dress Nike Women's Fashion Green S,0.9222222222222223,0.8194288488135284
16,164,T-shirt,Nike,Men's Fashion,68,2.6365948985682017,Red,L,T-shirt Nike Men's Fashion Red L,0.6444444444444445,0.4102404963051204
34,165,Jeans,Gucci,Women's Fashion,67,2.275472954296478,White,XL,Jeans Gucci Women's Fashion White XL,0.6333333333333333,0.31966557575120635
100,166,Sweater,Adidas,Kids' Fashion,96,4.743823985146882,White,L,Sweater Adidas Kids' Fashion White L,0.9555555555555556,0.9387658604744822
92,167,Shoes,Zara,Kids' Fashion,43,4.478061369681752,Blue,S,Shoes Zara Kids' Fashion Blue S,0.36666666666666664,0.8721085216896584
54,168,Sweater,Gucci,Women's Fashion,69,4.4565805986423115,Green,XL,Sweater Gucci Women's Fashion Green XL,0.6555555555555556,0.866720814957358
62,169,Shoes,Zara,Men's Fashion,98,1.0894623247655315,Black,XL,Shoes Zara Men's Fashion Black XL,0.9777777777777777,0.02219592526374269
50,170,Sweater,Gucci,Men's Fashion,20,3.46519259419596,Yellow,M,Sweater Gucci Men's Fashion Yellow M,0.1111111111111111,0.6180655029077915
24,171,Jeans,Nike,Men's Fashion,42,1.7678665213854097,Blue,S,Jeans Nike Men's Fashion Blue S,0.35555555555555557,0.1923500994616208
13,172,Jeans,Zara,Women's Fashion,32,4.795455839373563,Yellow,M,Jeans Zara Women's Fashion Yellow M,0.24444444444444444,0.9517159211639927
98,173,Dress,Nike,Kids' Fashion,21,3.1017985541636333,Yellow,S,Dress Nike Kids' Fashion Yellow S,0.12222222222222222,0.5269207059000315
82,174,Jeans,Adidas,Kids' Fashion,80,3.3345388723020903,Black,M,Jeans Adidas Kids' Fashion Black M,0.7777777777777778,0.5852955461983592
48,175,Dress,Adidas,Men's Fashion,55,1.9132709342103411,Blue,S,Dress Adidas Men's Fashion Blue S,0.5,0.22881975562269033
59,176,Dress,H&M,Kids' Fashion,91,1.9981481322231769,Red,XL,Dress H&M Kids' Fashion Red XL,0.9,0.2501082582706126
56,177,Sweater,Nike,Kids' Fashion,12,4.567658316917139,Yellow,M,Sweater Nike Kids' Fashion Yellow M,0.022222222222222223,0.8945808098085221
93,178,Jeans,Nike,Women's Fashion,26,1.6878695946892217,Red,XL,Jeans Nike Women's Fashion Red XL,0.17777777777777778,0.17228564368705696
54,179,Shoes,Adidas,Kids' Fashion,53,1.0283230598341992,Blue,M,Shoes Adidas Kids' Fashion Blue M,0.4777777777777778,0.006861260196384371
61,180,T-shirt,Zara,Kids' Fashion,43,2.3664472341396037,Green,M,T-shirt Zara Kids' Fashion Green M,0.36666666666666664,0.3424833200061512
74,181,Shoes,H&M,Kids' Fashion,80,4.829054628124489,Black,L,Shoes H&M Kids' Fashion Black L,0.7777777777777778,0.9601430125387915
39,182,Jeans,Zara,Men's Fashion,68,4.3589126447175754,Yellow,L,Jeans Zara Men's Fashion Yellow L,0.6444444444444445,0.8422241946114618
20,183,Jeans,Zara,Kids' Fashion,67,2.6752319584021422,Black,M,Jeans Zara Kids' Fashion Black M,0.6333333333333333,0.4199312633172263
67,184,Sweater,Zara,Women's Fashion,67,3.4485275944733207,Green,L,Sweater Zara Women's Fashion Green L,0.6333333333333333,0.6138856654599368
38,185,Sweater,Gucci,Men's Fashion,34,1.5653542085362844,Yellow,L,Sweater Gucci Men's Fashion Yellow L,0.26666666666666666,0.14155690636312224
16,186,Jeans,Adidas,Men's Fashion,56,2.434972507006948,Blue,L,Jeans Adidas Men's Fashion Blue L,0.5111111111111111,0.35967050911040804
